nprobe,Name,Method,Dim,N_sample,nList,DB Size (GB),Time kNN,Recall@10,Total,Train time,Add time,Erro,Move time
Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 15999993600 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type TemporaryMemoryOverflow: 2 allocations, 2666665600 bytes
Alloc type IVFLists: 32768 allocations, 288922656 bytes
Alloc type Other: 3 allocations, 959999616 bytes

",
0.0,SK-20M-12d,brute,12.0,20000000.0,0.0,0.96,3540.154814720154,-,3540.154814720154,,,,
5.0,SK-20M-12d,ivfflat,12.0,20000000.0,16384.0,0.96,28.708550214767456,0.390936585,65.12998747825623,16.148675680160522,20.272761583328247,,
10.0,SK-20M-12d,ivfflat,12.0,20000000.0,16384.0,0.96,51.14328742027283,0.59458863,88.41471147537231,16.088141202926636,21.18328285217285,,
25.0,SK-20M-12d,ivfflat,12.0,20000000.0,16384.0,0.96,118.3855607509613,0.885270835,155.07353520393372,16.113989114761353,20.57398533821106,,
50.0,SK-20M-12d,ivfflat,12.0,20000000.0,16384.0,0.96,118.3855607509613,0.885270835,155.07353520393372,16.113989114761353,20.57398533821106,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2185147520 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2185147520 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type Other: 3 allocations, 801768672 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2185147360 bytes

",
75.0,SK-20M-12d,ivfflat,12.0,20000000.0,16384.0,0.96,118.3855607509613,0.885270835,155.07353520393372,16.113989114761353,20.57398533821106,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2744387936 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2744387936 bytes
Alloc type Other: 3 allocations, 801768752 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Other: 3 allocations, 801768672 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2744387776 bytes

",
100.0,SK-20M-12d,ivfflat,12.0,20000000.0,16384.0,0.96,118.3855607509613,0.885270835,155.07353520393372,16.113989114761353,20.57398533821106,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3303628320 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3303628320 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3303628160 bytes
Alloc type IVFLists: 32768 allocations, 1488659584 bytes
Alloc type Other: 3 allocations, 801768672 bytes

",
5.0,SK-20M-12d,ivfpq,12.0,20000000.0,16384.0,0.96,12.9508535861969,0.36217561,67.75637459754944,32.93312954902649,21.87239146232605,,
10.0,SK-20M-12d,ivfpq,12.0,20000000.0,16384.0,0.96,18.3320426940918,0.522981235,75.04263925552368,33.733511447906494,22.97708511352539,,
25.0,SK-20M-12d,ivfpq,12.0,20000000.0,16384.0,0.96,33.536640882492065,0.72249623,88.81483483314514,32.925023794174194,22.35317015647888,,
50.0,SK-20M-12d,ivfpq,12.0,20000000.0,16384.0,0.96,59.33064723014832,0.782023735,115.47390556335448,32.25484013557434,23.88841819763184,,
75.0,SK-20M-12d,ivfpq,12.0,20000000.0,16384.0,0.96,82.06079983711243,0.78966176,137.20516157150269,33.00885772705078,22.13550400733948,,
100.0,SK-20M-12d,ivfpq,12.0,20000000.0,16384.0,0.96,106.69119071960448,0.79089297,160.60905933380127,32.97180485725403,20.94606375694275,,
5.0,SK-20M-12d,ivfsq,12.0,20000000.0,16384.0,0.96,25.61299157142639,0.360332345,66.2410032749176,20.864218950271606,19.763792753219604,,
10.0,SK-20M-12d,ivfsq,12.0,20000000.0,16384.0,0.96,44.77118897438049,0.516902785,85.30410265922546,20.8471577167511,19.685755968093872,,
25.0,SK-20M-12d,ivfsq,12.0,20000000.0,16384.0,0.96,101.9046266078949,0.70495866,143.6015107631683,20.83610343933105,20.860780715942383,,
50.0,SK-20M-12d,ivfsq,12.0,20000000.0,16384.0,0.96,101.9046266078949,0.70495866,143.6015107631683,20.83610343933105,20.860780715942383,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2185147520 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type Other: 3 allocations, 801768752 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2185147520 bytes
Alloc type Other: 3 allocations, 801768752 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2185147360 bytes
Alloc type Other: 3 allocations, 801768672 bytes

",
75.0,SK-20M-12d,ivfsq,12.0,20000000.0,16384.0,0.96,101.9046266078949,0.70495866,143.6015107631683,20.83610343933105,20.860780715942383,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2744387936 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2744387936 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type Other: 3 allocations, 801768752 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type Other: 3 allocations, 801768672 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2744387776 bytes

",
100.0,SK-20M-12d,ivfsq,12.0,20000000.0,16384.0,0.96,101.9046266078949,0.70495866,143.6015107631683,20.83610343933105,20.860780715942383,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3303628320 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type Other: 3 allocations, 801768752 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3303628320 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 576865728 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3303628160 bytes
Alloc type Other: 3 allocations, 801768672 bytes

",
0.0,SK-30M-12d,brute,12.0,30000000.0,0.0,1.44,7976.501084566116,-,7976.501084566116,,,,
5.0,SK-30M-12d,ivfflat,12.0,30000000.0,16384.0,1.44,87.66492795944214,0.41256834,133.23159170150757,16.2227885723114,29.34387516975403,,
10.0,SK-30M-12d,ivfflat,12.0,30000000.0,16384.0,1.44,170.70754098892212,0.6252571133333333,215.1896965503693,16.038342714309692,28.44381284713745,,
25.0,SK-30M-12d,ivfflat,12.0,30000000.0,16384.0,1.44,170.70754098892212,0.6252571133333333,215.1896965503693,16.038342714309692,28.44381284713745,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 3355442400 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2159240416 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes

