nprobe,Name,Method,Dim,N_sample,nList,DB Size (GB),Time kNN,Recall@10,Total,Train time,Add time,Erro,Move time
Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 3355442400 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2159240416 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 3355442400 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2159240416 bytes

",
50.0,SK-30M-12d,ivfflat,12.0,30000000.0,16384.0,1.44,170.70754098892212,0.6252571133333333,215.1896965503693,16.038342714309692,28.44381284713745,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2718480800 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2718480800 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2718480800 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes

",
75.0,SK-30M-12d,ivfflat,12.0,30000000.0,16384.0,1.44,170.70754098892212,0.6252571133333333,215.1896965503693,16.038342714309692,28.44381284713745,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3277721216 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3277721216 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3277721216 bytes

",
100.0,SK-30M-12d,ivfflat,12.0,30000000.0,16384.0,1.44,170.70754098892212,0.6252571133333333,215.1896965503693,16.038342714309692,28.44381284713745,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3836961600 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3836961600 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type IVFLists: 32768 allocations, 2490269696 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3836961600 bytes

",
5.0,SK-30M-12d,ivfpq,12.0,30000000.0,16384.0,1.44,29.55732488632202,0.38038437,93.94573044776917,33.43707847595215,30.951327085494995,,
10.0,SK-30M-12d,ivfpq,12.0,30000000.0,16384.0,1.44,66.72922134399414,0.54456146,129.03223752975464,32.42989420890808,29.873121976852417,,
25.0,SK-30M-12d,ivfpq,12.0,30000000.0,16384.0,1.44,129.04425621032715,0.7312552933333333,192.5940010547638,33.91778779029846,29.631957054138184,,
50.0,SK-30M-12d,ivfpq,12.0,30000000.0,16384.0,1.44,227.03255486488345,0.7796519533333334,290.1682782173157,33.51653814315796,29.61918520927429,,
75.0,SK-30M-12d,ivfpq,12.0,30000000.0,16384.0,1.44,319.25393080711365,0.78495719,379.2694833278656,30.61447834968567,29.401074171066284,,
100.0,SK-30M-12d,ivfpq,12.0,30000000.0,16384.0,1.44,411.5157842636109,0.7857023333333333,473.073783159256,32.677857398986816,28.880141496658325,,
5.0,SK-30M-12d,ivfsq,12.0,30000000.0,16384.0,1.44,88.7719316482544,0.37689950666666666,136.6831078529358,20.944536685943604,26.966639518737797,,
10.0,SK-30M-12d,ivfsq,12.0,30000000.0,16384.0,1.44,180.9111671447754,0.5343778433333334,230.0784866809845,20.75026297569275,28.41705656051636,,
25.0,SK-30M-12d,ivfsq,12.0,30000000.0,16384.0,1.44,347.87577271461487,0.7065411133333334,394.6449241638184,20.90153670310974,25.86761474609375,,
50.0,SK-30M-12d,ivfsq,12.0,30000000.0,16384.0,1.44,347.87577271461487,0.7065411133333334,394.6449241638184,20.90153670310974,25.86761474609375,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2718480800 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2718480800 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 6710884800 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 2718480800 bytes

",
75.0,SK-30M-12d,ivfsq,12.0,30000000.0,16384.0,1.44,347.87577271461487,0.7065411133333334,394.6449241638184,20.90153670310974,25.86761474609375,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3277721216 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3277721216 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 10066327200 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3277721216 bytes
Alloc type Other: 3 allocations, 1068435392 bytes

",
100.0,SK-30M-12d,ivfsq,12.0,30000000.0,16384.0,1.44,347.87577271461487,0.7065411133333334,394.6449241638184,20.90153670310974,25.86761474609375,"Exception thrown from index 0: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 0 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3836961600 bytes

Exception thrown from index 1: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 1 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3836961600 bytes

Exception thrown from index 2: Error in virtual void* faiss::gpu::StandardGpuResourcesImpl::allocMemory(const faiss::gpu::AllocRequest&) at /home/conda/feedstock_root/build_artifacts/faiss-split_1637390707745/work/faiss/gpu/StandardGpuResources.cpp:410: Error: 'err == cudaSuccess' failed: Failed to cudaMalloc 13421769600 bytes on device 2 (error 2 out of memory
Outstanding allocations:
Alloc type TemporaryMemoryBuffer: 1 allocations, 1073741824 bytes
Alloc type FlatData: 2 allocations, 851968 bytes
Alloc type Quantizer: 1 allocations, 96 bytes
Alloc type IVFLists: 32768 allocations, 860198784 bytes
Alloc type Other: 3 allocations, 1068435392 bytes
Alloc type TemporaryMemoryOverflow: 3 allocations, 3836961600 bytes

",
0.0,SK-40M-12d,brute,12.0,40000000.0,0.0,1.92,20888.665,-,20888.665,0.0,0.0,,0.0
5.0,SK-40M-12d,ivfflat,12.0,40000000.0,65536.0,1.92,51.459,0.3297,411.333,0.0,0.0,,0.0
5.0,SK-40M-12d,ivfpq,12.0,40000000.0,65536.0,1.92,40.492,0.306,427.827,0.0,0.0,,0.0
10.0,SK-40M-12d,ivfpq,12.0,40000000.0,65536.0,1.92,69.742,0.4405,456.51,0.0,0.0,,0.0
25.0,SK-40M-12d,ivfpq,12.0,40000000.0,65536.0,1.92,149.88,0.6496,538.86,0.0,0.0,,0.0
50.0,SK-40M-12d,ivfpq,12.0,40000000.0,65536.0,1.92,262.76,0.7469,649.452,0.0,0.0,,0.0
75.0,SK-40M-12d,ivfpq,12.0,40000000.0,65536.0,1.92,357.47,0.7689,745.733,0.0,0.0,,0.0
100.0,SK-40M-12d,ivfpq,12.0,40000000.0,65536.0,1.92,457.32,0.775,846.285,0.0,0.0,,0.0
5.0,SK-40M-12d,ivfsq,12.0,40000000.0,65536.0,1.92,52.293,0.3068,423.932,0.0,0.0,,0.0
10.0,SK-40M-12d,ivfsq,12.0,40000000.0,65536.0,1.92,77.3,0.44264,449.431,0.0,0.0,,0.0
0.0,SK-50M-12d,brute,12.0,50000000.0,0.0,2.4,32399.740,-,32399.74,0.0,0.0,,0.0
5.0,SK-50M-12d,ivfpq,12.0,50000000.0,65536.0,2.4,50.65,0.3143,461.232,0.0,0.0,,0.0
10.0,SK-50M-12d,ivfpq,12.0,50000000.0,65536.0,2.4,64.911,0.451,477.091,0.0,0.0,,0.0
25.0,SK-50M-12d,ivfpq,12.0,50000000.0,65536.0,2.4,96.271,0.655,506.902,0.0,0.0,,0.0
50.0,SK-50M-12d,ivfpq,12.0,50000000.0,65536.0,2.4,148.59,0.744,564.148,0.0,0.0,,0.0
5.0,SK-50M-12d,ivfsq,12.0,50000000.0,65536.0,2.4,72.666,0.3149,468.488,0.0,0.0,,0.0
10.0,SK-50M-12d,ivfsq,12,50000000.0,65536.0,2.4,107.52,0.452,501.734,0.0,0.0,,0.0
